,Provider Number,Hospital Name,Address 1,lat,lng,City,State,ZIP Code,County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services
1948,210044,GREATER BALTIMORE MEDICAL CENTER,6701 NORTH  CHARLES STREET,39.39111,-76.6283,BALTIMORE,MD,21204,BALTIMORE,4438492000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1949,210045,EDWARD MCCREADY MEMORIAL HOSPITAL,201 HALL HIGHWAY,37.99741,-75.85295,CRISFIELD,MD,21817,SOMERSET,4109683011,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1950,210048,HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,39.21366,-76.88597,COLUMBIA,MD,21044,HOWARD,4107407710,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1951,210049,UPPER CHESAPEAKE MEDICAL CENTER,500 UPPER CHESAPEAKE DRIVE,39.51959,-76.34531,BEL AIR,MD,21014,HARFORD,4436433303,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1952,210051,DOCTORS'  COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,38.98199,-76.86485,LANHAM,MD,20706,PRINCE GEORGES,3015528085,Acute Care Hospitals,Proprietary,Yes
1953,210054,SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS RD,38.75026,-76.87703,CLINTON,MD,20735,PRINCE GEORGES,3018774530,Acute Care Hospitals,Proprietary,Yes
1954,210055,LAUREL REGIONAL MEDICAL CENTER,7300 VAN DUSEN ROAD,39.08661,-76.88098,LAUREL,MD,20707,PRINCE GEORGES,3014977953,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1955,210056,MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BLVD,39.35908,-76.58769,BALTIMORE,MD,21239,BALTIMORE CITY,4434443902,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1956,210057,SHADY GROVE ADVENTIST HOSPITAL,9901 MEDICAL CTR DR,39.09705,-77.19628,ROCKVILLE,MD,20850,MONTGOMERY,2408266472,Acute Care Hospitals,Voluntary non-profit - Church,Yes
1957,210058,JAMES LAWRENCE KERNAN HOSPITAL INC,2200 KERNAN DRIVE,39.31342,-76.71027,BALTIMORE                     ,MD,21207,BALTIMORE CITY,4104486701,Acute Care Hospitals,Voluntary non-profit - Other,No
1958,210060,FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,38.728,-76.99192,FORT WASHINGTON,MD,20744,PRINCE GEORGES,3012927000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1959,210061,ATLANTIC GENERAL HOSPITAL,9733 HEALTHWAY DRIVE,38.34007,-75.21136,BERLIN,MD,21811,WORCESTER,4106419601,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1960,21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,39.28973,-76.6237,BALTIMORE                     ,MD,21201,KETCHIKAN GATEWAY,4106057016,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
1961,220001,"HEALTHALLIANCE HOSPITALS, INC",60 HOSPITAL ROAD,42.5408,-71.7632,LEOMINSTER,MA,1453,WORCESTER,9784662000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1962,220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,42.37436,-71.13429,CAMBRIDGE,MA,2138,MIDDLESEX,6174923500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1963,220008,STURDY MEMORIAL HOSPITAL,211 PARK STREET,41.94251,-71.27483,ATTLEBORO,MA,2703,BRISTOL,5082225200,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1964,220010,LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,42.70908,-71.14855,LAWRENCE,MA,1842,ESSEX,9786834000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1965,220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,42.37421,-71.10445,CAMBRIDGE,MA,2138,MIDDLESEX,6176652300,Acute Care Hospitals,Government - Local,Yes
1966,220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,41.65282,-70.27485,HYANNIS,MA,2601,BARNSTABLE,5087711800,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1967,220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,42.33174,-72.65359,NORTHAMPTON,MA,1060,HAMPSHIRE,4135822000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1968,220016,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH STREET,42.59588,-72.5918,GREENFIELD,MA,1301,FRANKLIN,4137730211,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1969,220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,42.27777,-71.06614,BOSTON,MA,2124,SUFFOLK,6175062000,Acute Care Hospitals,Proprietary,Yes
1970,220019,HARRINGTON MEMORIAL HOSPITAL,100 SOUTH STREET,42.07879,-72.04246,SOUTHBRIDGE,MA,1550,WORCESTER,5087659771,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1971,22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,42.50624,-71.27333,BEDFORD                       ,MA,1730,DENALI,7812757500,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
1972,220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,41.69302,-71.16356,FALL RIVER,MA,2721,BRISTOL,5086745600,Acute Care Hospitals,Proprietary,Yes
1973,220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,42.20011,-72.62728,HOLYOKE,MA,1040,HAMPDEN,4135342500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1974,220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,42.81468,-70.89071,NEWBURYPORT,MA,1950,ESSEX,9784631000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1975,220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,40 WRIGHT STREET,42.16973,-72.34126,PALMER,MA,1069,HAMPDEN,4132837651,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1976,220031,BOSTON MEDICAL CENTER CORPORATION,1 BOSTON MEDICAL CENTER PLACE,42.33487,-71.07368,BOSTON,MA,2118,SUFFOLK,6176388000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1977,220033,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,42.56371,-70.87549,BEVERLY,MA,1915,ESSEX,9789223000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1978,220035,NORTH SHORE MEDICAL CENTER,81 HIGHLAND AVENUE,42.51061,-70.90742,SALEM,MA,1970,ESSEX,9787411215,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1979,220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,42.34907,-71.14781,BRIGHTON,MA,2135,SUFFOLK,6177893000,Acute Care Hospitals,Proprietary,Yes
1980,220046,BERKSHIRE MEDICAL CENTER INC,725 NORTH STREET,42.45928,-73.24935,PITTSFIELD,MA,1201,BERKSHIRE,4134472000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1981,220049,MARLBOROUGH HOSPITAL,157 UNION STREET,42.35472,-71.55499,MARLBOROUGH,MA,1752,MIDDLESEX,5084815000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1982,220050,BAYSTATE MARY LANE HOSPITAL,85 SOUTH STREET,42.2533,-72.24259,WARE,MA,1082,HAMPSHIRE,4139676211,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1983,220051,NORTH ADAMS REGIONAL HOSPITAL,71 HOSPITAL AVENUE,42.70656,-73.10908,NORTH ADAMS,MA,1247,BERKSHIRE,4136645000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1984,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,42.08756,-70.991,BROCKTON,MA,2302,PLYMOUTH,5089417000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1985,220058,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,42.42721,-71.6924,CLINTON,MA,1510,WORCESTER,9783683000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
1986,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,41.94364,-70.64529,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1987,220062,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,42.27667,-71.79497,WORCESTER,MA,1605,WORCESTER,5087999000,Acute Care Hospitals,Voluntary non-profit - Church,No
1988,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,42.64724,-71.341,LOWELL,MA,1854,MIDDLESEX,9789376000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1989,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,42.11803,-72.75939,WESTFIELD,MA,1085,HAMPDEN,4135682811,Acute Care Hospitals,Government - Federal,Yes
1990,220066,MERCY MEDICAL CENTER,271 CAREW STREET,42.11563,-72.59554,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1991,220067,QUINCY MEDICAL CENTER,114 WHITWELL STREET,42.25116,-71.01447,QUINCY,MA,2169,NORFOLK,6177736100,Acute Care Hospitals,Proprietary,Yes
1992,220070,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,42.45982,-71.06121,MELROSE,MA,2176,MIDDLESEX,7819793000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1993,220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,42.3626,-71.06869,BOSTON,MA,2114,SUFFOLK,6177262000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1994,220073,MORTON HOSPITAL,88 WASHINGTON STREET,41.90599,-71.09412,TAUNTON,MA,2780,BRISTOL,5088287000,Acute Care Hospitals,Proprietary,Yes
1995,220074,"SOUTHCOAST HOSPITAL GROUP, INC",363 HIGHLAND AVENUE,41.70892,-71.14553,FALL RIVER,MA,2720,BRISTOL,5086793131,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1996,220075,MASSACHUSETTS EYE AND EAR INFIRMARY,243 CHARLES STREET,42.36283,-71.07054,BOSTON,MA,2114,SUFFOLK,6175237900,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1997,220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,42.12107,-72.60257,SPRINGFIELD,MA,1199,HAMPDEN,4137940000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
1998,220080,HOLY FAMILY HOSPITAL,70 EAST STREET,42.72568,-71.16861,METHUEN,MA,1844,ESSEX,9786870156,Acute Care Hospitals,Proprietary,Yes
1999,220082,SAINTS  MEDICAL CENTER INC,1 HOSPITAL DRIVE,42.64548,-71.30143,LOWELL,MA,1852,MIDDLESEX,9784581411,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2000,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,42.27723,-71.23741,NEEDHAM,MA,2494,NORFOLK,7814533000,Acute Care Hospitals,Government - Local,Yes
2001,220084,EMERSON HOSPITAL,OLD ROAD TO 9 ACRE CORNER,42.45445,-71.37534,W CONCORD,MA,1742,MIDDLESEX,9783691400,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2002,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,42.33991,-71.10581,BOSTON,MA,2215,SUFFOLK,6176677000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2003,220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,42.33008,-71.10657,BOSTON,MA,2120,SUFFOLK,6177545800,Acute Care Hospitals,Voluntary non-profit - Private,No
2004,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,42.13292,-71.52911,MILFORD,MA,1757,WORCESTER,5084731190,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2005,220095,HEYWOOD HOSPITAL,242 GREEN STREET,42.58661,-71.98616,GARDNER,MA,1440,WORCESTER,9786323420,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2006,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,42.57723,-71.57359,AYER,MA,1432,MIDDLESEX,9787849000,Acute Care Hospitals,Proprietary,Yes
2007,22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,42.3478,-72.68707,LEEDS                         ,MA,1053,,4135844040,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
2008,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,42.17587,-70.95375,SOUTH WEYMOUTH,MA,2190,NORFOLK,7813408000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2009,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,42.3306,-71.24658,NEWTON,MA,2462,MIDDLESEX,6172436000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2010,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,42.46567,-71.12191,WINCHESTER,MA,1890,MIDDLESEX,7817299000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2011,220108,MILTON HOSPITAL INC,199 REEDSDALE ROAD,42.25163,-71.07784,MILTON,MA,2186,NORFOLK,6176964600,Acute Care Hospitals,Government - Federal,Yes
2012,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMACA PLAIN,150 S. HUNTINGTON AVENUE,42.32734,-71.111,JAMAICA PLAIN                 ,MA,2130,SUFFOLK,6172329500,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
2013,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,42.33596,-71.10765,BOSTON,MA,2115,SUFFOLK,6177325500,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2014,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,42.09813,-71.06582,BROCKTON,MA,2301,PLYMOUTH,5084273000,Acute Care Hospitals,Proprietary,Yes
2015,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,42.34953,-71.06367,BOSTON,MA,2111,SUFFOLK,6176365000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2016,220119,FAULKNER HOSPITAL,1153 CENTRE STREET,42.30128,-71.12776,BOSTON,MA,2130,SUFFOLK,6179837000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2017,220126,NORWOOD HOSPITAL,800 WASHINGTON STREET,42.1882,-71.20232,NORWOOD,MA,2062,NORFOLK,5087721000,Acute Care Hospitals,Proprietary,Yes
2018,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,41.56437,-70.62303,FALMOUTH,MA,2540,BARNSTABLE,5085485300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2019,220162,DANA-FARBER CANCER INSTITUTE,450 BROOKLINE AVENUE,42.33775,-71.10853,BOSTON,MA,2115,SUFFOLK,6176323000,Acute Care Hospitals,Voluntary non-profit - Private,No
2020,220163,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,42.27865,-71.75902,WORCESTER,MA,1655,WORCESTER,5083341000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2021,220171,LAHEY CLINIC HOSPITAL,41 & 45 MALL ROAD,42.48678,-71.20505,BURLINGTON,MA,1803,MIDDLESEX,7817445100,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2022,220174,MERRIMACK VALLEY HOSPITAL,140 LINCOLN AVENUE,42.76255,-71.04499,HAVERHILL,MA,1830,ESSEX,9783742000,Acute Care Hospitals,Proprietary,Yes
2023,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,42.28467,-71.41857,FRAMINGHAM,MA,1701,MIDDLESEX,5083831000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2024,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,42.26478,-71.79638,WORCESTER,MA,1608,WORCESTER,5083635000,Acute Care Hospitals,Proprietary,Yes
2025,220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,41.27535,-70.10092,NANTUCKET,MA,2554,NANTUCKET,5082281200,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2026,221300,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD PO BOX 1477,41.46092,-70.58072,OAK BLUFFS,MA,2557,DUKES,5086930410,Critical Access Hospitals,Voluntary non-profit - Private,Yes
2027,221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,42.19113,-73.37164,GREAT BARRINGTON,MA,1230,BERKSHIRE,4135280790,Critical Access Hospitals,Voluntary non-profit - Other,Yes
2028,221303,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,42.58576,-72.20892,ATHOL,MA,1331,WORCESTER,9782493511,Critical Access Hospitals,Voluntary non-profit - Private,Yes
2029,223302,CHILDREN'S HOSPITAL BOSTON,300 LONGWOOD AVENUE,42.33778,-71.10514,BOSTON,MA,2115,SUFFOLK,6177356000,Childrens,Voluntary non-profit - Private,Yes
2030,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,42.39489,-83.40542,LIVONIA,MI,48154,WAYNE,7346554800,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2031,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,42.82118,-85.98722,ZEELAND,MI,49464,OTTAWA,6167724644,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2032,230004,"MERCY HEALTH PARTNERS, MERCY CAMPUS",1500 E SHERMAN BOULEVARD,43.20499,-86.20815,MUSKEGON,MI,49444,MUSKEGON,2316723901,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2033,230005,EMMA L BIXBY MEDICAL CENTER,818 RIVERSIDE AVENUE,41.91273,-84.04956,ADRIAN,MI,49221,LENAWEE,5172650900,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2034,230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,42.63475,-83.30971,PONTIAC,MI,48341,OAKLAND,2488577200,Acute Care Hospitals,Proprietary,Yes
2035,230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,41.93497,-85.64791,THREE RIVERS,MI,49093,SAINT JOSEPH,2692739602,Acute Care Hospitals,Government - Hospital District or Authority,Yes
2036,230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,42.28586,-85.5806,KALAMAZOO,MI,49007,KALAMAZOO,2693416000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2037,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,42.45759,-83.20473,SOUTHFIELD,MI,48075,OAKLAND,2488493011,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2038,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,42.28998,-83.21553,DEARBORN,MI,48124,WAYNE,3135937125,Acute Care Hospitals,Proprietary,Yes
2039,230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,42.08991,-86.47749,ST JOSEPH,MI,49085,BERRIEN,2699838300,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2040,230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,274 E CHICAGO ST,41.93887,-84.98993,COLDWATER,MI,49036,BRANCH,5172795400,Acute Care Hospitals,Government - Local,Yes
2041,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,42.41953,-83.18233,DETROIT,MI,48235,WAYNE,3139663300,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2042,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,42.61406,-83.27738,PONTIAC,MI,48341,OAKLAND,2488583000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2043,230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,43.39073,-84.66185,ALMA,MI,48801,GRATIOT,9894631101,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2044,230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,42.95651,-82.43654,PORT HURON,MI,48060,SAINT CLAIR,8109851510,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2045,230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,43.1743,-85.26909,GREENVILLE,MI,48838,MONTCALM,6167544691,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2046,230036,ALPENA REGIONAL MEDICAL CENTER,1501 W CHISHOLM ST,45.07705,-83.44844,ALPENA,MI,49707,ALPENA,9893567390,Acute Care Hospitals,Proprietary,Yes
2047,230037,HILLSDALE COMMUNITY HEALTH CENTER,168 S HOWELL STREET,41.91144,-84.63236,HILLSDALE,MI,49242,HILLSDALE,5174374451,Acute Care Hospitals,Government - Federal,Yes
2048,230038,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,42.97005,-85.66512,GRAND RAPIDS,MI,49503,KENT,6163911774,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2049,230040,PENNOCK HOSPITAL,1009 W GREEN ST,42.6442,-85.3021,HASTINGS,MI,49058,BARRY,2699453451,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2050,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,43.5894,-83.86903,BAY CITY,MI,48708,BAY,9898943000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2051,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",42.28142,-83.72736,ANN ARBOR,MI,48109,WASHTENAW,7347641505,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2052,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,42.61265,-82.96419,CLINTON TOWNSHIP,MI,48038,MACOMB,5862632300,Acute Care Hospitals,Proprietary,Yes
2053,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,42.36695,-83.08417,DETROIT,MI,48202,WAYNE,3139162600,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2054,230054,MARQUETTE GENERAL HOSPITAL,420 W MAGNETIC,46.5536,-87.3998,MARQUETTE,MI,49855,MARQUETTE,9062289440,Acute Care Hospitals,Government - Local,Yes
2055,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,45.80828,-88.0459,IRON MOUNTAIN,MI,49801,DICKINSON,9067741313,Acute Care Hospitals,Government - Local,Yes
2056,230058,MERCY HOSPITAL - GRAYLING,1100 E MICHIGAN AVE,44.66817,-84.70723,GRAYLING,MI,49738,CRAWFORD,9893485461,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2057,230059,SAINT MARY'S HEALTH CARE,200 JEFFERSON AVENUE SE,42.95851,-85.6631,GRAND RAPIDS,MI,49503,KENT,6166855000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2058,23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,45.81142,-88.06343,IRON MOUNTAIN                 ,MI,49801,DICKINSON,9067743300,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
2059,230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",1700 CLINTON STREET,43.22253,-86.24143,MUSKEGON,MI,49442,MUSKEGON,2317263511,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2060,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,42.61649,-83.93973,HOWELL,MI,48843,LIVINGSTON,5175456000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2061,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,43.42867,-83.95555,SAGINAW,MI,48602,SAGINAW,9895834000,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2062,230071,STRAITH HOSPITAL FOR SPECIAL SURGERY,23901 LAHSER,42.46419,-83.26136,SOUTHFIELD,MI,48033,OAKLAND,2483573360,Acute Care Hospitals,Voluntary non-profit - Private,No
2063,230072,HOLLAND COMMUNITY HOSPITAL,602 MICHIGAN AVE,42.77435,-86.11406,HOLLAND,MI,49423,OTTAWA,6163925141,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2064,230075,BRONSON BATTLE CREEK HOSPITAL,300 NORTH AVENUE,42.33159,-85.17874,BATTLE CREEK,MI,49017,CALHOUN,2699668000,Acute Care Hospitals,Proprietary,Yes
2065,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,43.42557,-83.94221,SAGINAW,MI,48601,SAGINAW,9897768000,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2066,230078,COMMUNITY HOSPITAL,400 MEDICAL PARK DR,42.18448,-86.25032,WATERVLIET,MI,49098,BERRIEN,2694633111,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2067,230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,43.59856,-84.76118,MOUNT PLEASANT,MI,48858,ISABELLA,9897726700,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2068,230081,MERCY HOSPITAL - CADILLAC,400 HOBART ST,44.24617,-85.3904,CADILLAC,MI,49601,WEXFORD,2318767200,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2069,230085,SOUTH HAVEN COMMUNITY HOSPITAL,955 S BAILEY AVE,42.39508,-86.26422,SOUTH HAVEN,MI,49090,VAN BUREN,2696375271,Acute Care Hospitals,Government - Hospital District or Authority,Yes
2070,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,42.38421,-82.91416,GROSSE POINTE,MI,48230,WAYNE,3133431000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2071,230092,ALLEGIANCE HEALTH,205 N EAST AVE,42.25007,-84.39352,JACKSON,MI,49201,JACKSON,5177884800,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2072,230093,MECOSTA COUNTY MEDICAL CENTER,605 OAK STREET,43.6931,-85.47572,BIG RAPIDS,MI,49307,MECOSTA,2317968691,Acute Care Hospitals,Government - Local,Yes
2073,230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,44.2627,-84.24629,WEST BRANCH,MI,48661,OGEMAW,9893456366,Acute Care Hospitals,Government - Local,Yes
2074,230096,STURGIS HOSPITAL,916 MYRTLE AVE,41.79508,-85.40697,STURGIS,MI,49091,SAINT JOSEPH,2696517824,Acute Care Hospitals,Government - Local,Yes
2075,230097,MUNSON MEDICAL CENTER,1105 SIXTH STREET,44.7615,-85.64224,TRAVERSE CITY,MI,49684,GRAND TRAVERSE,2319355000,Acute Care Hospitals,Voluntary non-profit - Private,Yes
2076,230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,41.92494,-83.38829,MONROE,MI,48162,MONROE,7342408400,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2077,23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,43.44494,-83.96271,SAGINAW                       ,MI,48602,SAGINAW,9894972500,ACUTE CARE - VETERANS ADMINISTRATION,Government Federal,Yes
2078,230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,44.27496,-83.51102,TAWAS CITY,MI,48763,IOSCO,9893629301,Acute Care Hospitals,Voluntary non-profit - Other,Yes
2079,230101,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,45.74574,-87.09537,ESCANABA,MI,49829,DELTA,9067863311,Acute Care Hospitals,Voluntary non-profit - Church,Yes
2080,230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,42.35216,-83.05759,DETROIT,MI,48201,WAYNE,3137456211,Acute Care Hospitals,Proprietary,Yes
